Timestamp,What is your age?,Which nation or region of the UK do you live in?,"The first part of your postcode only, for example SW1A (optional)","Are you currently involved with a youth council, youth group or youth organisation?",What are the top three things you want the government to bring back for young people?,Is there anything else you would bring back that is not on that list?,What is the biggest problem facing young people across the UK today?,"In your own words, why did you choose that for the UK?",What is the biggest problem facing young people across the Commonwealth today?,"In your own words, why did you choose that for the Commonwealth?","Thinking about young people you know, how well is each of these working for young people right now? [Mental health and wellbeing]","Thinking about young people you know, how well is each of these working for young people right now? [Youth services and safe places to go]","Thinking about young people you know, how well is each of these working for young people right now? [Education and curriculum for life]","Thinking about young people you know, how well is each of these working for young people right now? [Jobs, apprenticeships and work experience]","Thinking about young people you know, how well is each of these working for young people right now? [Cost of living and financial security]","Thinking about young people you know, how well is each of these working for young people right now? [Transport and getting around]","Thinking about young people you know, how well is each of these working for young people right now? [Housing and a place to live]","Thinking about young people you know, how well is each of these working for young people right now? [Crime, safety and policing]","Thinking about young people you know, how well is each of these working for young people right now? [Equality, discrimination and racism]","Thinking about young people you know, how well is each of these working for young people right now? [Climate and the environment]","Thinking about young people you know, how well is each of these working for young people right now? [Democracy and youth voice]","Thinking about young people you know, how well is each of these working for young people right now? [Digital life and online safety]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Mental health and wellbeing],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Youth services and safe places to go],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Education and curriculum for life],"How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Jobs, apprenticeships and work experience]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Cost of living and financial security],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Transport and getting around],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Housing and a place to live],"How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Crime, safety and policing]","How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Equality, discrimination and racism]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Climate and the environment],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Democracy and youth voice],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Digital life and online safety],How urgent is each of these for young people over the next twelve months? [Mental health and wellbeing],How urgent is each of these for young people over the next twelve months? [Youth services and safe places to go],How urgent is each of these for young people over the next twelve months? [Education and curriculum for life],"How urgent is each of these for young people over the next twelve months? [Jobs, apprenticeships and work experience]",How urgent is each of these for young people over the next twelve months? [Cost of living and financial security],How urgent is each of these for young people over the next twelve months? [Transport and getting around],How urgent is each of these for young people over the next twelve months? [Housing and a place to live],"How urgent is each of these for young people over the next twelve months? [Crime, safety and policing]","How urgent is each of these for young people over the next twelve months? [Equality, discrimination and racism]",How urgent is each of these for young people over the next twelve months? [Climate and the environment],How urgent is each of these for young people over the next twelve months? [Democracy and youth voice],How urgent is each of these for young people over the next twelve months? [Digital life and online safety],Which of these should the UK push hardest on across the Commonwealth?,"If you could say one thing directly to the Heads of Government, what would it be?",Which of these best describes your gender?,Which of these best describes your ethnic background?,Do you have a disability or a long-term health condition?,Which best describes what you are doing at the moment?,"Have you ever been in care, or are you care experienced?",I have read the privacy notice and I am happy for my answers to be used in this consultation
05/10/2026 20:14:46,19 to 21,North West England,WN1,Yes,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, A school nurse and a trained counsellor in every school, Arts, music and drama in the curriculum, and free or low-cost music tuition","Youth centres open at weekends, not just weekdays.",Housing and a place to live,,"Jobs, apprenticeships and work experience",,3,4,4,7,0,5,2,3,8,3,5,7,9,8,8,9,1,8,8,5,8,8,4,9,9,6,8,3,5,5,8,6,7,8,4,10,Cost of living and financial security,,Female,"Black, Black British, Caribbean or African",No,Apprenticeship or training,No,Yes
04/10/2026 18:57:46,13 to 15,London,HA1,Yes,A school nurse and a trained counsellor in every school,Free swimming for under-18s.,Climate and the environment,,"Jobs, apprenticeships and work experience","Young people in some member states cannot finish school because of cost, not ability.",5,1,5,4,1,2,7,0,4,5,4,7,7,6,10,9,10,9,9,5,6,8,6,8,9,5,8,7,10,5,10,4,9,4,8,7,"Jobs, apprenticeships and work experience, Youth services and safe places to go",,Male,White,No,At university,No,Yes
06/10/2026 10:45:32,13 to 15,East of England,,No,"Funded open-access youth clubs and youth workers in every area, Community sports facilities, playing fields and free swimming",,Mental health and wellbeing,My school had one careers adviser for eight hundred students.,"Crime, safety and policing",,3,0,5,4,2,5,2,3,4,1,6,4,10,4,9,8,8,9,10,9,9,10,10,10,10,4,5,7,6,7,4,7,10,7,3,10,"Climate and the environment, Jobs, apprenticeships and work experience",,Female,White,No,In school or college,No,Yes
05/10/2026 19:41:05,16 to 18,South West England,PL4,No,"Funded open-access youth clubs and youth workers in every area, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",,Youth services and safe places to go,,Education and curriculum for life,,6,1,7,4,4,1,1,1,7,3,3,8,7,9,10,10,10,5,8,8,5,7,10,6,9,8,8,7,9,9,7,5,8,7,7,7,"Climate and the environment, Crime, safety and policing",Commonwealth mobility should mean something. Let young people study and work across member states without impossible visa costs.,Male,White,No,Prefer not to say,No,Yes
04/10/2026 19:33:28,13 to 15,South East England,PO1,No,Independent careers advice in every school (a Connexions style service),Cheaper driving lessons and tests for young people in rural areas.,Education and curriculum for life,People my age are scared on public transport and nobody talks about it.,"Jobs, apprenticeships and work experience",,3,3,6,4,3,4,1,2,8,3,3,7,10,8,10,8,7,10,7,7,9,8,5,6,10,7,7,6,9,8,9,5,6,8,5,10,"Education and curriculum for life, Democracy and youth voice",,Male,White,No,Working,No,Yes
05/10/2026 14:26:26,13 to 15,South East England,ME1,No,"A school nurse and a trained counsellor in every school, Funded open-access youth clubs and youth workers in every area, Cheaper rail travel and a wider young persons railcard",,"Equality, discrimination and racism",,"Equality, discrimination and racism",Young people are excluded from decisions in almost every member state.,8,3,0,2,1,2,4,6,7,3,5,7,8,8,10,10,8,9,4,8,5,6,4,4,9,5,10,8,9,7,5,10,8,7,8,6,"Climate and the environment, Equality, discrimination and racism",,Female,Asian or Asian British,No,"Not in education, employment or training",Prefer not to say,Yes
07/10/2026 16:11:28,13 to 15,South East England,PO1,Yes,Cheaper rail travel and a wider young persons railcard,,Housing and a place to live,"Waiting lists where I live are over a year, and people get worse while they wait.","Equality, discrimination and racism",,4,4,3,8,3,3,1,3,0,6,4,0,7,9,7,10,10,8,8,10,10,8,6,4,8,10,10,8,6,10,10,6,10,6,4,4,"Climate and the environment, Jobs, apprenticeships and work experience",Bring back the things that were cut before you announce anything new.,Female,White,No,In school or college,No,Yes
06/10/2026 14:52:52,16 to 18,South West England,,No,"Independent careers advice in every school (a Connexions style service), Funded open-access youth clubs and youth workers in every area, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",,Youth services and safe places to go,There is nowhere to go in the evening since the youth centre closed.,"Jobs, apprenticeships and work experience",Young people are excluded from decisions in almost every member state.,5,0,5,8,0,0,2,0,8,4,4,4,6,8,8,7,8,7,9,9,6,9,6,7,5,9,8,8,9,6,3,6,6,7,7,4,"Equality, discrimination and racism, Climate and the environment",You measure success in GDP. Measure it in whether an 18-year-old can see a future where they live.,Male,White,No,"Not in education, employment or training",No,Yes
06/10/2026 11:29:40,16 to 18,East of England,NR1,No,"Free school meals for more pupils, and holiday food provision",,"Equality, discrimination and racism",,"Jobs, apprenticeships and work experience",Climate change is already displacing people my age in Pacific member states.,,,,,4,2,,5,5,6,,1,,,7,,,,10,,,,,,,6,,4,10,,,,7,4,6,7,Education and curriculum for life,"If you want us to trust institutions, give us something to trust. Fund youth services properly and keep them open.",Female,White,Prefer not to say,In school or college,No,Yes
06/10/2026 11:38:59,16 to 18,East Midlands,,No,Free or capped bus travel for under-25s,,Mental health and wellbeing,People my age are scared on public transport and nobody talks about it.,"Crime, safety and policing",,3,4,3,8,3,7,3,3,2,6,5,5,6,6,10,10,8,4,4,5,9,10,8,7,5,8,10,7,10,5,5,5,7,9,4,6,"Climate and the environment, Jobs, apprenticeships and work experience",,Female,White,No,In school or college,No,Yes
06/10/2026 12:59:54,16 to 18,South West England,DT1,Prefer not to say,"Community sports facilities, playing fields and free swimming, Funded open-access youth clubs and youth workers in every area, Sure Start style family and early years centres",,Cost of living and financial security,,"Equality, discrimination and racism",Climate change is already displacing people my age in Pacific member states.,2,0,,7,2,,,,,,7,,,6,,,10,8,8,,,7,,,,,,,,,,,,,,,"Cost of living and financial security, Jobs, apprenticeships and work experience",,Male,White,No,At university,No,Yes
05/10/2026 16:56:55,16 to 18,London,EC1A,No,"Funded open-access youth clubs and youth workers in every area, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Free or capped bus travel for under-25s",,Youth services and safe places to go,Apprenticeships near me pay so little that you need parents who can support you.,Mental health and wellbeing,,5,0,3,4,3,1,5,2,7,7,2,4,10,10,10,10,7,8,7,7,5,10,9,10,10,5,8,4,6,6,6,7,9,6,5,4,"Jobs, apprenticeships and work experience, Climate and the environment",,Female,White,No,In school or college,No,Yes
05/10/2026 16:07:15,19 to 21,West Midlands,,No,"Funded open-access youth clubs and youth workers in every area, Independent careers advice in every school (a Connexions style service), Free or capped bus travel for under-25s",Music lessons that are not only for people who can pay.,"Jobs, apprenticeships and work experience",,"Equality, discrimination and racism",,0,5,7,3,6,0,2,7,8,5,2,2,9,7,8,10,6,9,10,10,10,9,7,9,9,8,7,4,6,9,7,6,9,4,7,6,"Jobs, apprenticeships and work experience, Education and curriculum for life","Youth unemployment is not a young person problem, it is an economy problem. Stop framing it as our failure.",Female,White,Yes,In school or college,Prefer not to say,Yes
06/10/2026 13:13:07,22 to 25,South East England,,No,"Arts, music and drama in the curriculum, and free or low-cost music tuition",,Cost of living and financial security,,"Jobs, apprenticeships and work experience",,4,0,6,2,5,6,0,7,5,4,0,3,10,10,9,6,10,7,10,10,8,6,8,10,10,6,3,6,5,6,7,5,6,7,7,5,"Digital life and online safety, Climate and the environment",,Male,White,No,In school or college,No,Yes
08/10/2026 09:02:38,16 to 18,London,,Yes,"Community sports facilities, playing fields and free swimming, Independent careers advice in every school (a Connexions style service), Funded open-access youth clubs and youth workers in every area",Cheaper driving lessons and tests for young people in rural areas.,Mental health and wellbeing,You cannot plan a future when you cannot afford anywhere to live.,Mental health and wellbeing,,4,5,10,3,0,6,9,1,5,1,9,5,4,6,8,5,10,10,6,7,7,10,4,9,6,5,8,7,10,7,7,5,5,4,5,3,"Housing and a place to live, Climate and the environment",,Female,White,No,In school or college,No,Yes
07/10/2026 15:00:10,19 to 21,Scotland,FK1,Yes,"Free or capped bus travel for under-25s, Funded open-access youth clubs and youth workers in every area",Proper funding for school counselling.,Mental health and wellbeing,My school had one careers adviser for eight hundred students.,"Jobs, apprenticeships and work experience",Corruption means money meant for young people does not reach us.,4,5,3,4,0,4,1,3,4,4,5,6,9,6,5,7,10,7,7,8,9,7,9,6,6,7,10,6,10,8,10,5,10,7,10,6,"Education and curriculum for life, Cost of living and financial security",,Female,White,No,In school or college,No,Yes
06/10/2026 18:19:05,22 to 25,Wales,SA1,No,"Funded national youth voice structures (a British Youth Council style body), Independent careers advice in every school (a Connexions style service)",,Digital life and online safety,,Youth services and safe places to go,,5,4,3,4,3,2,5,3,0,4,6,3,10,8,8,4,9,9,10,7,7,4,8,8,8,5,6,6,8,3,7,7,5,5,8,9,"Education and curriculum for life, Equality, discrimination and racism",,Male,White,Yes,At university,Yes,Yes
06/10/2026 14:16:19,22 to 25,East of England,,No,"Restored further education and adult skills funding, and lower tuition fees, Arts, music and drama in the curriculum, and free or low-cost music tuition, Cheaper rail travel and a wider young persons railcard",,Cost of living and financial security,,Cost of living and financial security,There are not enough jobs for the number of graduates being produced.,3,4,9,0,4,5,1,5,5,4,2,6,10,7,9,10,6,6,8,10,8,6,1,9,10,10,9,4,7,10,6,8,10,9,7,10,"Climate and the environment, Democracy and youth voice",,Female,White,No,Working,No,Yes
06/10/2026 20:30:03,19 to 21,West Midlands,,Prefer not to say,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Guaranteed work experience placements for every pupil, Funded open-access youth clubs and youth workers in every area","Youth centres open at weekends, not just weekdays.",Mental health and wellbeing,,Youth services and safe places to go,,4,1,6,3,1,5,6,1,5,1,2,1,6,6,10,8,6,7,8,10,10,5,9,7,10,8,9,9,5,7,5,10,7,5,7,7,"Democracy and youth voice, Climate and the environment",,Male,"Black, Black British, Caribbean or African",No,"Not in education, employment or training",No,Yes
05/10/2026 17:38:12,19 to 21,South West England,,No,"Free or capped bus travel for under-25s, Cheaper rail travel and a wider young persons railcard, Arts, music and drama in the curriculum, and free or low-cost music tuition",,Mental health and wellbeing,,Education and curriculum for life,Online access decides who gets opportunities and it is very unequal.,3,2,0,6,4,4,3,4,5,5,7,7,10,7,9,9,6,9,9,8,10,8,4,9,10,9,6,10,10,7,5,3,6,8,6,10,Climate and the environment,,Female,White,No,Working,No,Yes
06/10/2026 20:18:04,22 to 25,South East England,TN1,No,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Guaranteed work experience placements for every pupil, Funded open-access youth clubs and youth workers in every area",,Housing and a place to live,Rent takes most of my wages and I still live with my parents.,"Equality, discrimination and racism",,,3,,,,,3,,,2,,,10,,,,,,6,,,,6,5,9,9,7,10,10,,8,7,,3,4,,"Cost of living and financial security, Digital life and online safety",,Male,White,No,In school or college,No,Yes
08/10/2026 18:04:55,Over 25,Scotland,PH1,Prefer not to say,"Funded open-access youth clubs and youth workers in every area, Restored further education and adult skills funding, and lower tuition fees, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",,Mental health and wellbeing,,"Jobs, apprenticeships and work experience",,5,4,0,6,5,5,0,5,5,5,5,7,6,8,10,10,7,10,7,7,10,10,5,8,7,9,6,10,8,5,7,5,5,6,6,1,"Cost of living and financial security, Equality, discrimination and racism",,Female,White,Yes,Prefer not to say,No,Yes
08/10/2026 12:19:50,Under 13,London,SW1A,No,"Free or capped bus travel for under-25s, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Arts, music and drama in the curriculum, and free or low-cost music tuition",Music lessons that are not only for people who can pay.,Cost of living and financial security,,Climate and the environment,,6,1,2,4,5,3,4,6,4,3,4,5,9,5,9,8,7,5,9,8,10,8,8,4,8,10,7,4,8,5,5,10,6,5,8,7,"Climate and the environment, Education and curriculum for life",,Male,White,No,"Not in education, employment or training",No,Yes
06/10/2026 19:40:07,13 to 15,North East England,TS1,No,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Sure Start style family and early years centres",,"Jobs, apprenticeships and work experience",,Transport and getting around,"Young people in some member states cannot finish school because of cost, not ability.",1,4,7,3,7,0,3,2,6,7,0,5,8,8,6,6,8,4,6,5,8,9,10,4,7,7,5,5,10,8,10,7,8,5,5,7,"Jobs, apprenticeships and work experience, Climate and the environment",Racism is still shaping who gets opportunities in every country here. Say so out loud.,Prefer not to say,White,Yes,Working,No,Yes
07/10/2026 19:05:24,22 to 25,North West England,PR1,Yes,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, A school nurse and a trained counsellor in every school, Guaranteed work experience placements for every pupil",Music lessons that are not only for people who can pay.,Mental health and wellbeing,,Climate and the environment,Youth unemployment across the Commonwealth is the common thread in all of this.,2,3,7,0,2,3,3,4,8,4,4,4,7,8,9,6,3,4,8,9,8,4,7,10,6,9,7,9,10,4,9,7,10,7,2,9,"Cost of living and financial security, Climate and the environment",You measure success in GDP. Measure it in whether an 18-year-old can see a future where they live.,Female,Asian or Asian British,No,Working,No,Yes
08/10/2026 15:16:38,16 to 18,South East England,SL1,Prefer not to say,"Funded national youth voice structures (a British Youth Council style body), Independent careers advice in every school (a Connexions style service), Free school meals for more pupils, and holiday food provision",,Cost of living and financial security,,Climate and the environment,,3,0,0,4,3,9,1,7,9,4,3,4,10,5,4,7,8,6,7,10,10,7,8,7,6,3,7,8,8,7,5,7,7,6,1,10,"Equality, discrimination and racism","Put a young person in the room when the decision is being made, not in the photograph afterwards.",Non-binary,White,No,At university,No,Yes
07/10/2026 20:31:55,16 to 18,South East England,CT1,No,"A school nurse and a trained counsellor in every school, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Free or capped bus travel for under-25s","Youth centres open at weekends, not just weekdays.",Transport and getting around,,"Jobs, apprenticeships and work experience",,5,4,5,5,1,3,0,3,6,8,7,8,8,9,8,10,10,5,6,7,5,10,4,10,8,9,7,8,7,5,7,6,6,9,4,10,"Climate and the environment, Equality, discrimination and racism",,Female,Asian or Asian British,No,At university,No,Yes
08/10/2026 10:19:16,16 to 18,London,,No,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Community sports facilities, playing fields and free swimming, Arts, music and drama in the curriculum, and free or low-cost music tuition",,"Crime, safety and policing",,Education and curriculum for life,Girls are still being taken out of education early in too many countries.,0,2,3,3,5,2,1,5,6,3,6,6,10,9,10,9,10,8,8,7,8,8,2,8,10,8,5,5,7,8,10,8,4,6,0,6,"Jobs, apprenticeships and work experience, Education and curriculum for life",You measure success in GDP. Measure it in whether an 18-year-old can see a future where they live.,Male,White,No,At university,No,Yes
09/10/2026 14:39:32,19 to 21,Yorkshire and the Humber,LS6,No,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Guaranteed work experience placements for every pupil, A school nurse and a trained counsellor in every school",,Housing and a place to live,,Education and curriculum for life,There are not enough jobs for the number of graduates being produced.,4,3,10,5,3,7,4,4,4,2,5,2,8,7,10,10,10,6,9,10,4,8,6,10,9,9,7,9,2,4,10,8,6,7,9,3,"Mental health and wellbeing, Equality, discrimination and racism",,Female,White,No,At university,No,Yes
